order,batch,pathway_id,pathway_name,trial,disease,group,node_ref,element_type,slot,mods,mode,flags,assertion_id,assertion_class,schedule_bearing,source_value,source_used,source_depth,locator,date_consulted,library_value,classification,note
31,4,kidney-surv,"Nephrectomy, then surveillance",NCCN standard,gu,Kidney,n0,procedure,Procedure (Surgery),Surgery,,,kidney-surv:n0:procedure_identity,procedure_identity,N,,,,,,,,
31,4,kidney-surv,"Nephrectomy, then surveillance",NCCN standard,gu,Kidney,n1,interval,Interval: Healing after surgery,,,,kidney-surv:n1:interval_duration,interval_duration,Y,,,,,,,,
31,4,kidney-surv,"Nephrectomy, then surveillance",NCCN standard,gu,Kidney,n2,phase,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,kidney-surv:n2:agents,agents,Y,,,,,,,,
31,4,kidney-surv,"Nephrectomy, then surveillance",NCCN standard,gu,Kidney,n2,phase,Phase 1 (Surveillance; ongoing),Surveillance,ongoing,open-ended,kidney-surv:n2:frequency_text,frequency_text,N,,,,,,,,
31,4,kidney-surv,"Nephrectomy, then surveillance",NCCN standard,gu,Kidney,pathway,pathway,Sequence of steps,,,,kidney-surv:pathway:sequence,sequence,N,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cm274:n0:agents,agents,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cm274:n0:cycle_length,cycle_length,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cm274:n0:n_cycles,n_cycles,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n0,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,cm274:n0:visit_days,visit_days,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n1,interval,Interval: Recovery before surgery,,,,cm274:n1:interval_duration,interval_duration,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n2,procedure,Procedure (Surgery),Surgery,,,cm274:n2:procedure_identity,procedure_identity,N,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n3,interval,Interval: Healing after surgery,,,,cm274:n3:interval_duration,interval_duration,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n4,decision,Decision 1,,,,cm274:n4:decision_condition,decision_condition,N,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n4,decision,Decision 1,,,,cm274:n4:branch_set,branch_set,N,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n4.b0.n0,phase,Phase 2 (Surveillance; ongoing) [branch: Little or no cancer remained],Surveillance,ongoing,open-ended,cm274:n4.b0.n0:agents,agents,Y,,,,,,,,
32,4,cm274,"Chemo, cystectomy, adjuvant nivolumab (CheckMate 274)",SWOG 8710 / CheckMate 274,gu,Bladder,n4.b0.n0,phase,Phase 2 (Surveillance; ongoing) [branch: Little or no cancer remained],Surveillance,ongoing,open-ended,cm274:n4.b0.n0:frequency_text,frequency_text,N,,,,,,,,
