order,batch,pathway_id,pathway_name,trial,disease,group,node_ref,element_type,slot,mods,mode,flags,assertion_id,assertion_class,schedule_bearing,source_value,source_used,source_depth,locator,date_consulted,library_value,classification,note
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n0,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,tchp:n0:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n0,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,tchp:n0:cycle_length,cycle_length,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n0,phase,Phase 1 (Chemotherapy; Targeted therapy; cycles),Chemotherapy; Targeted therapy,cycles,,tchp:n0:n_cycles,n_cycles,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n1,interval,Interval: Recovery before surgery,,,,tchp:n1:interval_duration,interval_duration,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n2,procedure,Procedure (Surgery),Surgery,,,tchp:n2:procedure_identity,procedure_identity,N,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n3,interval,Interval: Healing after surgery,,,,tchp:n3:interval_duration,interval_duration,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4,decision,Decision 1,,,,tchp:n4:decision_condition,decision_condition,N,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4,decision,Decision 1,,,,tchp:n4:branch_set,branch_set,N,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n0,phase,Phase 2 (Targeted therapy; cycles) [branch: No remaining cancer (complete response)],Targeted therapy,cycles,,tchp:n4.b0.n0:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n0,phase,Phase 2 (Targeted therapy; cycles) [branch: No remaining cancer (complete response)],Targeted therapy,cycles,,tchp:n4.b0.n0:cycle_length,cycle_length,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n0,phase,Phase 2 (Targeted therapy; cycles) [branch: No remaining cancer (complete response)],Targeted therapy,cycles,,tchp:n4.b0.n0:n_cycles,n_cycles,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n1,phase,Phase 3 (Radiation; weekdays) [branch: No remaining cancer (complete response)],Radiation,weekdays,optional; concurrent,tchp:n4.b0.n1:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n2,phase,Phase 4 (Hormone (endocrine) therapy; daily) [branch: No remaining cancer (complete response)],Hormone (endocrine) therapy,daily,optional; off by default; concurrent,tchp:n4.b0.n2:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b0.n2,phase,Phase 4 (Hormone (endocrine) therapy; daily) [branch: No remaining cancer (complete response)],Hormone (endocrine) therapy,daily,optional; off by default; concurrent,tchp:n4.b0.n2:duration,duration,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: Some cancer remained],Targeted therapy,cycles,,tchp:n4.b1.n0:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: Some cancer remained],Targeted therapy,cycles,,tchp:n4.b1.n0:cycle_length,cycle_length,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n0,phase,Phase 5 (Targeted therapy; cycles) [branch: Some cancer remained],Targeted therapy,cycles,,tchp:n4.b1.n0:n_cycles,n_cycles,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n1,phase,Phase 6 (Radiation; weekdays) [branch: Some cancer remained],Radiation,weekdays,optional; concurrent,tchp:n4.b1.n1:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n2,phase,Phase 7 (Hormone (endocrine) therapy; daily) [branch: Some cancer remained],Hormone (endocrine) therapy,daily,optional; off by default; concurrent,tchp:n4.b1.n2:agents,agents,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,n4.b1.n2,phase,Phase 7 (Hormone (endocrine) therapy; daily) [branch: Some cancer remained],Hormone (endocrine) therapy,daily,optional; off by default; concurrent,tchp:n4.b1.n2:duration,duration,Y,,,,,,,,
1,1,tchp,"TCHP, surgery, trastuzumab + pertuzumab","NCCN standard (NeoSphere, TRAIN-2, KATHERINE, DESTINY-Breast05)",breast,HER2-positive,pathway,pathway,Sequence of steps,,,,tchp:pathway:sequence,sequence,N,,,,,,,,
