order,batch,pathway_id,pathway_name,trial,disease,group,node_ref,element_type,slot,mods,mode,flags,assertion_id,assertion_class,schedule_bearing,source_value,source_used,source_depth,locator,date_consulted,library_value,classification,note
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n0,procedure,Procedure (Surgery),Surgery,,,capox:n0:procedure_identity,procedure_identity,N,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n1,interval,Interval: Healing after surgery,,,,capox:n1:interval_duration,interval_duration,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,capox:n2:agents,agents,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,capox:n2:cycle_length,cycle_length,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,capox:n2:n_cycles,n_cycles,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n2,phase,Phase 1 (Chemotherapy; cycles),Chemotherapy,cycles,,capox:n2:visit_days,visit_days,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n3,phase,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,capox:n3:agents,agents,Y,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,n3,phase,Phase 2 (Surveillance; ongoing),Surveillance,ongoing,open-ended,capox:n3:frequency_text,frequency_text,N,,,,,,,,
21,3,capox,"Colon stage III: surgery, CAPOX (3 or 6 months)",IDEA collaboration,gi,Colon,pathway,pathway,Sequence of steps,,,,capox:pathway:sequence,sequence,N,,,,,,,,
22,3,cross,"Esophageal: CROSS chemoradiation, surgery, nivolumab if needed",CROSS / CheckMate 577,gi,Esophageal and stomach,n0,phase,Phase 1 (Radiation; Chemotherapy; weekdays),Radiation; Chemotherapy,weekdays,,cross:n0:agents,agents,Y,,,,,,,,
